gene	lasso.top1_afr	lasso.top1_meta	lasso.top1_magepro	lasso.top1_afr_pv	lasso.top1_meta_pv	lasso.top1_magepro_pv	hsq_afr	hsq_afr_se	hsq_afr.pv	hsq_eur	hsq_eur_se	hsq_eur.pv	datasets	nonzeroAFR	nonzeroMAGEPRO	alpha_beta
ENSG00000197969.11	0.0649707787116329	0.0649707787116329	0.0649707787116329	0.012818952885835	0.012818952885835	0.012818952885835	-0.147345	0.041193	0.09069	NA	NA	NA	pred.wgt	1	2	NA
ENSG00000197971.14	0.0293221570006527	-0.0128038350830224	0.0344956360977743	0.0695390154118539	0.971502472779471	0.0541503608310208	0.447771	0.228196	0.06995	NA	NA	NA	pred.wgt,pred.wgt.mesa	6	10	0.26569932436136,0.000286917707095887
ENSG00000197978.9	-0.00754919127830389	-0.00754919127830389	-0.00754919127830389	0.524815856803444	0.524815856803444	0.524815856803444	0.023408	0.10408	0.4328	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000197982.13	0.0225030774164147	-0.00599836880568017	0.0369488328338085	0.0971757092214456	0.469224174033068	0.048135793758313	-0.090814	0.037559	0.1396	NA	NA	NA	pred.wgt,pred.wgt.mesa	1	5	0.0180801591059869,8.31171523414048e-05
ENSG00000197989.13	0.0169056191127692	0.0169056191127692	0.0169056191127692	0.128647786234839	0.128647786234839	0.128647786234839	0.010108	0.069705	0.457	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000197992.6	-0.0100101793878471	-0.0100101793878471	-0.0100101793878471	0.642607932899694	0.642607932899694	0.642607932899694	-0.055738	0.105542	0.3691	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000197993.7	0.0317587673952338	0.0317587673952338	0.0317587673952338	0.0617902943202819	0.0617902943202819	0.0617902943202819	-0.091694	0.060301	0.2247	NA	NA	NA	pred.wgt	1	2	NA
ENSG00000198000.11	0.0238815679990647	-0.00489380533159656	0.0268362530606709	0.0907696357359347	0.435185370253224	0.0785026785151244	0.225972	0.162845	0.06617	NA	NA	NA	pred.wgt,pred.wgt.genoa	4	6	0.295518759316354,0.0324342995267025
ENSG00000198001.13	-0.00488192329770065	0.160820151489935	0.0399053256326554	0.434840055441874	0.000134536496545634	0.0417936382182625	0.068649	0.097539	0.2619	NA	NA	NA	pred.wgt,pred.wgt.genoa,pred.wgt.mesa	1	4	0.0195477521827215,0.0217170995673185,0.000168658963026653
ENSG00000198003.11	-0.0061357479645705	-0.00535952315779298	0.00114503316420966	0.473748499079697	0.449055494310836	0.299572588654582	-0.076128	0.093093	0.3039	NA	NA	NA	pred.wgt,pred.wgt.mesa	1	2	0.0330107592896542,0.00477283859760331
ENSG00000198015.12	0.0477705644497006	0.0250825611908453	0.0387182187762058	0.0287737198053022	0.0855546219258506	0.0442297662558875	-0.038903	0.121903	0.4156	NA	NA	NA	pred.wgt,pred.wgt.genoa,pred.wgt.mesa	1	5	0.0339024918685597,0.00408918531071881,0.0202061135011336
ENSG00000198018.6	0.0342514593385712	0.0342514593385712	0.0342514593385712	0.0547902076712999	0.0547902076712999	0.0547902076712999	0.084562	0.091793	0.2163	NA	NA	NA	pred.wgt	3	1	NA
ENSG00000198019.12	-0.00504962737958081	-0.00504962737958081	-0.00504962737958081	0.43975252754672	0.43975252754672	0.43975252754672	0.014837	0.036027	0.3529	NA	NA	NA	pred.wgt	3	2	NA
ENSG00000198026.7	0.0892362036838492	0.0892362036838492	0.0892362036838492	0.00411587823559004	0.00411587823559004	0.00411587823559004	-0.015898	0.064348	0.4356	NA	NA	NA	pred.wgt	1	2	NA
ENSG00000198039.11	-0.00320753943650987	-0.00320753943650987	-0.00320753943650987	0.389947029623317	0.389947029623317	0.389947029623317	-0.100448	0.031468	0.1513	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198040.10	0.0125086485522016	-0.0112713284834765	0.0236548115381412	0.161206022396515	0.730519317608962	0.0917916711870418	0.292645	0.141296	0.01868	NA	NA	NA	pred.wgt,pred.wgt.genoa	5	7	0.295226163443159,0.00928013501039619
ENSG00000198042.10	0.0218756528434614	0.0218756528434614	0.0218756528434614	0.100249924922348	0.100249924922348	0.100249924922348	0.230564	0.13222	0.04781	NA	NA	NA	pred.wgt	5	4	NA
ENSG00000198053.11	-0.00998200588240894	0.00476697568336704	-0.00847354430956848	0.64094417252098	0.243946993530625	0.563693586971003	-0.097394	0.110429	0.2875	NA	NA	NA	pred.wgt,pred.wgt.mesa	1	2	0.0359283825812604,0.00531322671209347
ENSG00000198055.10	0.0284469188257777	-0.0126629405947858	0.0094568103209558	0.0725654355782763	0.912559262087967	0.189214743426976	-0.002125	0.067394	0.4912	NA	NA	NA	pred.wgt,pred.wgt.mesa	1	2	0.0398882771254165,6.09789987534041e-05
ENSG00000198056.13	-0.00959108594284519	-0.00782139685472383	0.01917926566618	0.618831823443616	0.535744820914194	0.114702755548941	-0.067445	0.044184	0.2104	NA	NA	NA	pred.wgt,pred.wgt.genoa	1	4	0.0234766924744027,0.000878611688186778
ENSG00000198060.9	-0.00859988750062679	-0.00859988750062679	-0.00859988750062679	0.56942817051864	0.56942817051864	0.56942817051864	0.024867	0.061152	0.3747	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198064.13	0.0453672313024613	0.0453672313024613	0.0453672313024613	0.0322392691097094	0.0322392691097094	0.0322392691097094	0.021043	0.101311	0.4387	NA	NA	NA	pred.wgt	2	2	NA
ENSG00000198074.9	0.000254704492833824	0.000254704492833824	0.000254704492833824	0.315611903831215	0.315611903831215	0.315611903831215	-0.174771	0.008914	0.04743	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198075.9	0.0247001823747021	0.0247001823747021	0.0247001823747021	0.0871795769532695	0.0871795769532695	0.0871795769532695	-0.105615	0.036878	0.1257	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198081.10	-0.0100097385903162	-0.0098517500938724	-0.010942336776709	0.642581824349557	0.633379740427759	0.704480570195718	0.488441	0.276928	0.09334	NA	NA	NA	pred.wgt,pred.wgt.mesa	9	10	0.16841885827649,0.00886160757858413
ENSG00000198087.7	-0.00910369807448363	-0.0126744732450392	-0.0124582311074934	0.593483746365653	0.915807809432646	0.867752327085459	-0.168465	0.024483	0.0392	NA	NA	NA	pred.wgt,pred.wgt.mesa	1	3	0.00446253162221385,2.84206460960998e-09
ENSG00000198089.15	0.0145319539493712	0.0145319539493712	0.0145319539493712	0.145212034744254	0.145212034744254	0.145212034744254	0.04427	0.062584	0.2755	NA	NA	NA	pred.wgt	4	2	NA
ENSG00000198093.10	-0.0127957807842747	-0.0127957807842747	-0.0127957807842747	0.965300372748208	0.965300372748208	0.965300372748208	0.347544	0.131917	0.02493	NA	NA	NA	pred.wgt	8	7	NA
ENSG00000198099.8	0.000208613432395088	0.000208613432395088	0.000208613432395088	0.316471939998016	0.316471939998016	0.316471939998016	0.422326	0.157799	0.01637	NA	NA	NA	pred.wgt	13	11	NA
ENSG00000198105.13	0.0166471088022506	0.0166471088022506	0.0166471088022506	0.130346857953288	0.130346857953288	0.130346857953288	-0.037048	0.043154	0.3275	NA	NA	NA	pred.wgt	3	3	NA
ENSG00000198113.2	0.0994024835677376	0.0994024835677376	0.0994024835677376	0.00255324204932208	0.00255324204932208	0.00255324204932208	0.064251	NA	NA	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198121.13	-0.00902008388571329	0.113546949831141	0.0158214142171345	0.589351225816745	0.00130950416789893	0.135940632290112	0.200443	0.204633	0.2456	NA	NA	NA	pred.wgt,pred.wgt.genoa,pred.wgt.mesa	1	6	0.0431542868379793,0.032285082447202,0.0278760949238589
ENSG00000198125.12	0.0082126574070831	0.0082126574070831	0.0082126574070831	0.202196759566313	0.202196759566313	0.202196759566313	0.184387	0.176564	0.2237	NA	NA	NA	pred.wgt	4	2	NA
ENSG00000198130.15	-0.00431716578121355	0.0250319972264389	-0.0098492249592006	0.418888723108912	0.0857676414422758	0.633235117174259	0.036605	0.063965	0.3173	NA	NA	NA	pred.wgt,pred.wgt.genoa,pred.wgt.mesa	1	4	0.0462921403537795,0.00422395817879109,0.00676761615962926
ENSG00000198131.13	-0.000120430430140317	-0.0121385917059631	-0.00525661303699998	0.322700819909253	0.819280788628737	0.44593298149497	0.253218	0.138806	0.06498	NA	NA	NA	pred.wgt,pred.wgt.mesa	3	4	0.0979162812716843,0.00832512649732916
ENSG00000198133.8	0.0425623408597852	0.00896505526715752	0.00927244023583684	0.0368283117527505	0.194227751741904	0.1910766269919	0.002987	0.060063	0.4858	NA	NA	NA	pred.wgt,pred.wgt.mesa	1	2	0.058875930948263,0.0234073325966248
ENSG00000198134.3	0.0135318731705595	0.0135318731705595	0.0135318731705595	0.152885075845824	0.152885075845824	0.152885075845824	0.192241	0.137996	0.1236	NA	NA	NA	pred.wgt	9	2	NA
ENSG00000198142.4	-0.0127173419478741	-0.0127173419478741	-0.0127173419478741	0.929197654366258	0.929197654366258	0.929197654366258	-0.119056	0.003007	0.03899	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198146.4	0.00513086389733453	-0.0126102720852956	0.048563178427049	0.239084776426018	0.899063825196565	0.0277160630547701	-0.035733	0.088308	0.3965	NA	NA	NA	pred.wgt,pred.wgt.genoa	1	4	0.00961565598592489,1.62393420743308e-05
ENSG00000198155.5	0.00751186112227298	0.00751186112227298	0.00751186112227298	0.209961584236507	0.209961584236507	0.209961584236507	-0.066641	0.023501	0.2228	NA	NA	NA	pred.wgt	3	3	NA
ENSG00000198156.10	0.00285528972087146	0.00285528972087146	0.00285528972087146	0.271547850607201	0.271547850607201	0.271547850607201	-0.00225	0.057029	0.489	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198160.14	0.0447926018431731	0.000739928326506822	0.00294366175099581	0.033129234901383	0.306737956283207	0.27019036819928	0.059986	0.173808	0.4024	NA	NA	NA	pred.wgt,pred.wgt.mesa	2	3	0.105306516028693,8.81028715154509e-05
ENSG00000198162.12	-0.00521302439489069	-0.00933424990782861	-0.0116600367759954	0.444620458733803	0.605194952929054	0.765642643522567	0.043787	0.110732	0.3862	NA	NA	NA	pred.wgt,pred.wgt.genoa	1	2	0.103273358245024,0.0114854082120698
ENSG00000198168.8	0.000797667802694524	0.000797667802694524	0.000797667802694524	0.305703417573027	0.305703417573027	0.305703417573027	-0.057949	0.085739	0.3388	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198169.8	-0.00281358486663175	-0.00281358486663175	-0.00281358486663175	0.380356926875091	0.380356926875091	0.380356926875091	-0.036975	0.068674	0.3673	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198171.12	-0.0110809622908665	-0.00943022906317159	0.000448250910939807	0.715110403561303	0.610214898605909	0.312033178431924	-0.019646	0.081876	0.4373	NA	NA	NA	pred.wgt,pred.wgt.genoa	3	5	0.0669442952577775,1.78324511658628e-05
ENSG00000198176.12	-0.00349712109490041	-0.00349712109490041	-0.00349712109490041	0.397215698227374	0.397215698227374	0.397215698227374	0.383946	0.175401	0.05858	NA	NA	NA	pred.wgt	7	5	NA
ENSG00000198182.12	-0.0125246742277518	-0.0125246742277518	-0.0125246742277518	0.880394263209673	0.880394263209673	0.880394263209673	-0.032477	0.030731	0.3142	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198189.10	-0.012421496345205	-0.012421496345205	-0.012421496345205	0.861272858274819	0.861272858274819	0.861272858274819	-0.033103	0.081094	0.3922	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198198.15	0.00708904137635147	0.00708904137635147	0.00708904137635147	0.214814352873088	0.214814352873088	0.214814352873088	-0.107342	0.062853	0.2119	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198208.11	0.00959387346228757	0.00959387346228757	0.00959387346228757	0.187844062408887	0.187844062408887	0.187844062408887	-0.022833	0.115551	0.4441	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198216.10	0.0534365548644329	-0.00800223883103968	0.0874093062902692	0.0220268428426392	0.5432344628193	0.00448392596425915	-0.167842	0.023163	0.09327	NA	NA	NA	pred.wgt,pred.wgt.genoa	1	8	0.0864310685268252,0.000717985784262211
ENSG00000198218.10	0.00631980041728841	0.0120544543833242	-0.00861217657983215	0.223984422812576	0.165061048262434	0.569991978730277	-0.03475	0.000148	0.0173	NA	NA	NA	pred.wgt,pred.wgt.genoa	1	3	0.00505532523451824,0.00116263906402899
ENSG00000198225.5	-0.00816396981206591	-0.00816396981206591	-0.00816396981206591	0.550096742819477	0.550096742819477	0.550096742819477	-0.033503	0.031712	0.2828	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198231.12	-0.00910456121763059	-0.0128124854253968	0.0455418116067399	0.593526715299896	0.980226984421784	0.0319737524993272	-0.071887	0.000451	0.02377	NA	NA	NA	pred.wgt,pred.wgt.genoa	1	2	0.0677806053131542,0.00236872737009495
ENSG00000198237.8	-0.0107993427101678	-0.0107993427101678	-0.0107993427101678	0.693975043170076	0.693975043170076	0.693975043170076	0.287337	0.155521	0.08896	NA	NA	NA	pred.wgt	4	2	NA
ENSG00000198242.13	-0.00046362633174768	-0.00046362633174768	-0.00046362633174768	0.329368822928341	0.329368822928341	0.329368822928341	0.020324	0.259302	0.4805	NA	NA	NA	pred.wgt	2	3	NA
ENSG00000198246.7	-0.0123441066071877	-0.0123441066071877	-0.0123441066071877	0.848561560493078	0.848561560493078	0.848561560493078	-0.001084	0.140294	0.4978	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198252.11	-0.00508225995852452	-0.0127667814218912	0.0124629063394671	0.440718201959917	0.948872860483259	0.161589654866721	0.155109	0.112221	0.1281	NA	NA	NA	pred.wgt,pred.wgt.genoa	1	2	0.0869586578548451,9.05320713018522e-05
ENSG00000198258.10	0.0634144162599621	0.0634144162599621	0.0634144162599621	0.0137885206320236	0.0137885206320236	0.0137885206320236	0.064251	NA	NA	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198265.11	0.0151685144783394	0.0151685144783394	0.0151685144783394	0.140550727434728	0.140550727434728	0.140550727434728	0.117474	0.125725	0.2325	NA	NA	NA	pred.wgt	3	2	NA
ENSG00000198270.12	0.181813526143007	0.24220089320778	0.165227815762141	4.76080819197518e-05	2.11806523632264e-06	0.000108348166297336	0.456304	0.146167	1.862e-06	NA	NA	NA	pred.wgt,pred.wgt.genoa,pred.wgt.mesa	15	19	0.41818600051453,0.0157712290961291,2.20501751264666e-06
ENSG00000198276.15	-0.00256368890644398	-0.00256368890644398	-0.00256368890644398	0.374443972384484	0.374443972384484	0.374443972384484	0.049805	0.112807	0.3647	NA	NA	NA	pred.wgt	1	2	NA
ENSG00000198286.9	-0.0110002532757056	-0.0108914954709012	-0.0122317324296277	0.708865502183168	0.700694469627206	0.831881003390832	0.377236	0.202107	0.1119	NA	NA	NA	pred.wgt,pred.wgt.mesa	2	3	0.14883317549624,0.000357533968802691
ENSG00000198298.12	0.0669376170244459	0.0165772646282605	0.0948878997535421	0.0116910080378167	0.130810116368138	0.00315696042989844	0.087013	0.152054	0.3291	NA	NA	NA	pred.wgt,pred.wgt.genoa	4	8	0.185463556035189,0.0134501097601256
ENSG00000198301.11	-0.0126426797126016	-0.0126426797126016	-0.0126426797126016	0.907131075400313	0.907131075400313	0.907131075400313	0.143037	0.123512	0.1703	NA	NA	NA	pred.wgt	3	2	NA
ENSG00000198315.10	0.00385448661127541	0.00385448661127541	0.00385448661127541	0.256673133859539	0.256673133859539	0.256673133859539	0.030954	0.061092	0.3379	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198324.13	-0.012333872017112	-0.012333872017112	-0.012333872017112	0.846963036241001	0.846963036241001	0.846963036241001	-0.012774	0.043069	0.4235	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198331.10	-0.0120631931816793	0.00305322011591502	-0.0031616420560685	0.809730091004708	0.268519029023926	0.388812335527224	-0.01041	0.0905	0.4685	NA	NA	NA	pred.wgt,pred.wgt.genoa	1	2	0.0269798586595746,0.00425276589880594
ENSG00000198336.9	0.0283343085947265	0.0283343085947265	0.0283343085947265	0.0729647551124387	0.0729647551124387	0.0729647551124387	-0.012675	0.074268	0.4534	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198342.9	0.00400997491924815	0.00400997491924815	0.00400997491924815	0.254448800377932	0.254448800377932	0.254448800377932	-0.066559	0.055908	0.2762	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198346.10	-0.0109134140895675	-0.0109134140895675	-0.0109134140895675	0.702319645744348	0.702319645744348	0.702319645744348	0.244909	0.244962	0.2366	NA	NA	NA	pred.wgt	7	2	NA
ENSG00000198353.7	-0.011855165059089	-0.011855165059089	-0.011855165059089	0.785734796220245	0.785734796220245	0.785734796220245	0.029662	0.145866	0.4405	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198355.4	-0.00160448760774567	-0.00160448760774567	-0.00160448760774567	0.352886719759386	0.352886719759386	0.352886719759386	0.092854	0.124979	0.282	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198356.11	-0.0115702993660669	-0.0115702993660669	-0.0115702993660669	0.757019906198246	0.757019906198246	0.757019906198246	-0.087236	0.03397	0.1303	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198363.17	-0.012259818545044	0.00517189495434711	-0.0118766970376145	0.835882495256128	0.238543839429414	0.788081305316297	0.064251	NA	NA	NA	NA	NA	pred.wgt,pred.wgt.genoa,pred.wgt.mesa	1	3	0.0443344163791414,0.00574626150439909,0.00399135579806736
ENSG00000198369.9	0.00500137939320267	0.000343957855417409	0.0391858694882312	0.240801499431543	0.313955045156594	0.0432530715687695	-0.202762	0.01606	0.1152	NA	NA	NA	pred.wgt,pred.wgt.genoa	2	3	0.150297850513512,0.00182746459706755
ENSG00000198373.12	0.0106846455367352	0.0339997073847016	0.0388618105313757	0.177331025909445	0.0554581300649922	0.0439274786502269	0.26438	0.109225	0.01558	NA	NA	NA	pred.wgt,pred.wgt.genoa	6	7	0.145306290302695,0.0144279159254488
ENSG00000198380.12	0.0293735373027809	-0.0106206594816505	0.0750771175912994	0.0693655209167604	0.681432882279512	0.0079876318421075	0.042299	0.109663	0.3802	NA	NA	NA	pred.wgt,pred.wgt.genoa,pred.wgt.mesa	2	6	0.271476158917636,7.43344481656737e-05,0.00916816127332239
ENSG00000198382.8	0.00688048378676753	0.00688048378676753	0.00688048378676753	0.217256259245457	0.217256259245457	0.217256259245457	0.417455	0.158268	0.03163	NA	NA	NA	pred.wgt	6	4	NA
ENSG00000198393.7	-0.0127665282964555	-0.0127665282964555	-0.0127665282964555	0.948752735670194	0.948752735670194	0.948752735670194	0.201323	0.132914	0.0504	NA	NA	NA	pred.wgt	4	2	NA
ENSG00000198399.14	-0.005899397982013	-0.005899397982013	-0.005899397982013	0.466007325071307	0.466007325071307	0.466007325071307	0.055564	0.073597	0.2636	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198400.11	-0.00879693178034913	-0.00879693178034913	-0.00879693178034913	0.57860173694445	0.57860173694445	0.57860173694445	-0.007964	0.119285	0.4813	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198406.7	0.0124713800666236	0.0124713800666236	0.0124713800666236	0.161518509949476	0.161518509949476	0.161518509949476	-0.075857	0.105935	0.3335	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198408.13	0.00714697926499841	0.00714697926499841	0.00714697926499841	0.214141699747609	0.214141699747609	0.214141699747609	-0.118711	0.006478	0.01381	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198416.9	-0.0100901851750885	-0.0100901851750885	-0.0100901851750885	0.647388346100895	0.647388346100895	0.647388346100895	0.003766	0.018547	0.4373	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198417.6	-0.00442521230851689	-0.00442521230851689	-0.00442521230851689	0.421872382738133	0.421872382738133	0.421872382738133	-0.138055	0.08237	0.2033	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198420.9	-0.0117599320895845	-0.0117599320895845	-0.0117599320895845	0.775679334049521	0.775679334049521	0.775679334049521	-0.079519	0.005222	0.07424	NA	NA	NA	pred.wgt	1	2	NA
ENSG00000198429.9	0.0518700069685984	0.0518700069685984	0.0518700069685984	0.0237130828818328	0.0237130828818328	0.0237130828818328	-0.100521	0.08586	0.2459	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198431.15	-0.00902993089791782	-0.00902993089791782	-0.00902993089791782	0.589834849695781	0.589834849695781	0.589834849695781	0.059479	0.124261	0.358	NA	NA	NA	pred.wgt	6	2	NA
ENSG00000198435.3	0.0251218616690969	0.0251218616690969	0.0251218616690969	0.0853894417134703	0.0853894417134703	0.0853894417134703	0.002843	0.100526	0.492	NA	NA	NA	pred.wgt	2	1	NA
ENSG00000198440.9	-0.0119280947658673	-0.0119280947658673	-0.0119280947658673	0.793800986735261	0.793800986735261	0.793800986735261	0.092193	0.121121	0.2803	NA	NA	NA	pred.wgt	4	1	NA
ENSG00000198453.12	0.0222803114621597	0.0231064650778682	0.0301379558453206	0.0982554890534245	0.0943142108426608	0.0668372536059773	-0.000546	0.034917	0.4956	NA	NA	NA	pred.wgt,pred.wgt.genoa	1	4	0.064032226262573,0.00925111350005894
ENSG00000198464.13	0.00834798591625063	-0.00192647758940989	-0.0113409656791053	0.200735978559273	0.359929724867767	0.736419454664444	-0.164701	0.027115	0.06492	NA	NA	NA	pred.wgt,pred.wgt.genoa,pred.wgt.mesa	1	4	0.0226129294612905,0.00261268454214568,0.00714743595498617
ENSG00000198466.11	0.077360270917571	0.077360270917571	0.077360270917571	0.00717826502559894	0.00717826502559894	0.00717826502559894	0.087859	0.084071	0.1898	NA	NA	NA	pred.wgt	2	1	NA
ENSG00000198467.13	0.0839216582761485	-0.0127807235541759	0.0509789829353037	0.00527987343909375	0.955995602335011	0.0247300356549379	-0.001399	0.1132	0.4965	NA	NA	NA	pred.wgt,pred.wgt.genoa	2	4	0.128024891858104,0.00367116332591223
ENSG00000198468.7	0.50150304508782	0.50150304508782	0.50150304508782	1.22914930218951e-13	1.22914930218951e-13	1.22914930218951e-13	0.776394	0.075283	2.385e-10	NA	NA	NA	pred.wgt	9	16	NA
ENSG00000198478.7	-0.00596273590430618	-0.00596273590430618	-0.00596273590430618	0.468061939508528	0.468061939508528	0.468061939508528	0.103039	0.131431	0.2734	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198482.11	-0.0128162062510433	-0.0128162062510433	-0.0128162062510433	0.985516566640559	0.985516566640559	0.985516566640559	-0.006115	0.161861	0.4894	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198483.12	0.202464324796385	0.0177299113629423	0.181458092408823	1.67887225873121e-05	0.123389691128972	4.84609642089625e-05	0.255294	0.127808	0.005321	NA	NA	NA	pred.wgt,pred.wgt.mesa	2	9	0.277900222053183,0.0428636182440574
ENSG00000198492.15	-0.0122366317995695	0.0293890510380247	0.00586545402838878	0.832571739998065	0.0693132254013034	0.229617364436397	0.000786	0.050186	0.4956	NA	NA	NA	pred.wgt,pred.wgt.genoa	1	2	0.0248098007327706,0.00540063721581601
ENSG00000198496.10	-0.00388508853739156	0.151020552565248	0.0587039004440963	0.407261418241607	0.000217076437433485	0.0171968265512905	0.147014	0.087464	0.02784	NA	NA	NA	pred.wgt,pred.wgt.genoa	2	5	0.0300926106933741,0.021586278772157
ENSG00000198498.9	0.0235943651674533	0.0161618809078062	0.0296341052134286	0.0920661792902902	0.133602802341891	0.0684926309471207	0.462978	0.172523	0.02816	NA	NA	NA	pred.wgt,pred.wgt.genoa	6	8	0.221860368864501,0.00322333705901124
ENSG00000198502.5	0.17739873887488	-0.00770627834083104	0.232205138398096	5.93306204753158e-05	0.531073715273236	3.59604934229838e-06	0.149767	0.15758	0.2132	NA	NA	NA	pred.wgt,pred.wgt.genoa,pred.wgt.mesa	6	30	0.369041125997579,0.00645305903506795,0.000440054344006598
ENSG00000198513.11	-0.0102279078129595	0.0319802887174768	0.0335361121535639	0.655819013005881	0.0611320834647654	0.0567103206483905	-0.098796	0.058181	0.2047	NA	NA	NA	pred.wgt,pred.wgt.mesa	1	3	0.0633663442797399,0.0198353909047768
ENSG00000198517.9	0.0274870000209562	0.0274870000209562	0.0274870000209562	0.0760445048801838	0.0760445048801838	0.0760445048801838	0.077064	0.076719	0.1989	NA	NA	NA	pred.wgt	2	7	NA
ENSG00000198520.10	-0.00130369977787592	-0.00130369977787592	-0.00130369977787592	0.346474475282703	0.346474475282703	0.346474475282703	0.09387	0.109672	0.2376	NA	NA	NA	pred.wgt	1	2	NA
ENSG00000198521.11	0.135787458449277	0.135787458449277	0.135787458449277	0.000453283329498842	0.000453283329498842	0.000453283329498842	0.137119	0.097223	0.1151	NA	NA	NA	pred.wgt	4	4	NA
ENSG00000198522.13	0.0264950047794738	-0.0125853860637624	0.0695266287632791	0.0798251223695458	0.893290139528381	0.0103566258147055	-0.047166	0.021331	0.1631	NA	NA	NA	pred.wgt,pred.wgt.genoa	1	2	0.000447187761251627,7.34867124283238e-06
ENSG00000198523.5	0.00382081588923933	0.00382081588923933	0.00382081588923933	0.257157917874762	0.257157917874762	0.257157917874762	0.041043	0.138753	0.4159	NA	NA	NA	pred.wgt	3	3	NA
ENSG00000198538.10	-0.0106382614447571	-0.0106382614447571	-0.0106382614447571	0.682641515665196	0.682641515665196	0.682641515665196	0.114961	0.167824	0.301	NA	NA	NA	pred.wgt	2	1	NA
ENSG00000198546.14	-0.00270468549393965	0.0794289212840558	0.0982670836510845	0.377764325146058	0.00651589759875495	0.00269332729241101	0.085218	0.13999	0.3199	NA	NA	NA	pred.wgt,pred.wgt.mesa	2	3	0.108140601906506,0.0265982079372788
ENSG00000198551.9	-0.012506604207503	-0.012506604207503	-0.012506604207503	0.876823361458004	0.876823361458004	0.876823361458004	-0.014216	0.102964	0.4616	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198553.8	-0.0106283141117238	-0.0106283141117238	-0.0106283141117238	0.68195779042285	0.68195779042285	0.68195779042285	0.213145	0.188015	0.157	NA	NA	NA	pred.wgt	5	4	NA
ENSG00000198554.11	0.0280360973162229	0.0280360973162229	0.0280360973162229	0.0740334270891627	0.0740334270891627	0.0740334270891627	-0.127256	0.00564	0.09679	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198556.13	-0.00999500208515358	-0.00999500208515358	-0.00999500208515358	0.641710401355567	0.641710401355567	0.641710401355567	-0.014793	0.06851	0.4417	NA	NA	NA	pred.wgt	4	3	NA
ENSG00000198561.13	0.0411763372443436	0.0411763372443436	0.0411763372443436	0.0393379020620183	0.0393379020620183	0.0393379020620183	0.065397	0.109982	0.3149	NA	NA	NA	pred.wgt	2	5	NA
ENSG00000198563.13	0.0339462645259262	-0.00547791538048581	0.0526301169412408	0.0556010043244268	0.452689697244402	0.0228791397200913	0.0947	0.10805	0.2527	NA	NA	NA	pred.wgt,pred.wgt.mesa	4	5	0.077385952349718,0.00284712122267888
ENSG00000198574.5	0.0124840590192253	-0.0114804235489141	0.0432478566654615	0.161412123763697	0.74871691588929	0.0356483554098651	-0.101852	0.051375	0.1638	NA	NA	NA	pred.wgt,pred.wgt.mesa	1	3	0.0535289374945351,7.6825050152711e-06
ENSG00000198576.3	-0.0126678611506581	-0.0126678611506581	-0.0126678611506581	0.913930070832659	0.913930070832659	0.913930070832659	-0.090379	0.04516	0.1534	NA	NA	NA	pred.wgt	1	1	NA
ENSG00000198585.11	0.0523759222839586	0.00865543133678937	-0.00708860083048579	0.0231546619726981	0.197462423604725	0.507191775194117	-0.054366	0.041595	0.2564	NA	NA	NA	pred.wgt,pred.wgt.mesa	1	3	1.20508852245788e-73,2.75118343902088e-74
